name;frameTime;voiceProb_sma;F0_sma;pcm_loudness_sma
'unknown';0.000000;0;0;0
'unknown';0.010000;0;0;0
'unknown';0.020000;0;0;0
'unknown';0.030000;0;0;0
'unknown';0.040000;0;0;0
'unknown';0.050000;0;0;0
'unknown';0.060000;0;0;0
'unknown';0.070000;0;0;0
'unknown';0.080000;0;0;0
'unknown';0.090000;0;0;0
'unknown';0.100000;0;0;0
'unknown';0.110000;0;0;0
'unknown';0.120000;0;0;0
'unknown';0.130000;0;0;0
'unknown';0.140000;0;0;0
'unknown';0.150000;0;0;0
'unknown';0.160000;0;0;0
'unknown';0.170000;0;0;0
'unknown';0.180000;0;0;0
'unknown';0.190000;0;0;0
'unknown';0.200000;0;0;0
'unknown';0.210000;0;0;0
'unknown';0.220000;0;0;0
'unknown';0.230000;0;0;0
'unknown';0.240000;0;0;0
'unknown';0.250000;0;0;0
'unknown';0.260000;0;0;0
'unknown';0.270000;0;0;0
'unknown';0.280000;0;0;0
'unknown';0.290000;0;0;0
'unknown';0.300000;0;0;0
'unknown';0.310000;0;0;0
'unknown';0.320000;0;0;0
'unknown';0.330000;0;0;0
'unknown';0.340000;0;0;0
'unknown';0.350000;0;0;0
'unknown';0.360000;0;0;0
'unknown';0.370000;0;0;0
'unknown';0.380000;0;0;0
'unknown';0.390000;0;0;0
'unknown';0.400000;0;0;0
'unknown';0.410000;0;0;0
'unknown';0.420000;0;0;0
'unknown';0.430000;0;0;0
'unknown';0.440000;0;0;0
'unknown';0.450000;0;0;0
'unknown';0.460000;0;0;0
'unknown';0.470000;0;0;0
'unknown';0.480000;0;0;0
'unknown';0.490000;0;0;0
'unknown';0.500000;0;0;0
'unknown';0.510000;0;0;0
'unknown';0.520000;0;0;0
'unknown';0.530000;0;0;0
'unknown';0.540000;0;0;0
'unknown';0.550000;0;0;0
'unknown';0.560000;0;0;0
'unknown';0.570000;0;0;0
'unknown';0.580000;0;0;0
'unknown';0.590000;0;0;0
'unknown';0.600000;0;0;0
'unknown';0.610000;0;0;0
'unknown';0.620000;0;0;0
'unknown';0.630000;0;0;0
'unknown';0.640000;0;0;0
'unknown';0.650000;0;0;0
'unknown';0.660000;0;0;0
'unknown';0.670000;0;0;0
'unknown';0.680000;0;0;0
'unknown';0.690000;0;0;0
'unknown';0.700000;0;0;0
'unknown';0.710000;0;0;0
'unknown';0.720000;0;0;0
'unknown';0.730000;4.990571e-009;0;0
'unknown';0.740000;2.192255e-008;0;0
'unknown';0.750000;2.961133e-008;0;0
'unknown';0.760000;3.620971e-008;0;0
'unknown';0.770000;2.471121e-008;0;0
'unknown';0.780000;1.702243e-008;0;0
'unknown';0.790000;5.433478e-009;0;0
'unknown';0.800000;0;0;0
'unknown';0.810000;1.236370e-002;0;0
'unknown';0.820000;2.593423e-002;0;0
'unknown';0.830000;4.073250e-002;0;0
'unknown';0.840000;4.569070e-002;0;0
'unknown';0.850000;7.616553e-002;0;0
'unknown';0.860000;1.030673e-001;0;0
'unknown';0.870000;1.587916e-001;0;0
'unknown';0.880000;1.992025e-001;0;0
'unknown';0.890000;2.539751e-001;0;0
'unknown';0.900000;2.537967e-001;0;0
'unknown';0.910000;2.122867e-001;0;0
'unknown';0.920000;1.637366e-001;0;0
'unknown';0.930000;1.676107e-001;0;0
'unknown';0.940000;2.175163e-001;0;0
'unknown';0.950000;2.733101e-001;0;0
'unknown';0.960000;3.035291e-001;0;0
'unknown';0.970000;2.852672e-001;0;0
'unknown';0.980000;2.427009e-001;0;0
'unknown';0.990000;1.968768e-001;0;3.399589e-003
'unknown';1.000000;1.875390e-001;0;5.642483e-003
'unknown';1.010000;2.527720e-001;0;5.642483e-003
'unknown';1.020000;4.231100e-001;0;2.242893e-003
'unknown';1.030000;6.278526e-001;9.876543e+001;2.201588e-002
'unknown';1.040000;8.057203e-001;1.949318e+002;2.790690e-002
'unknown';1.050000;8.833473e-001;2.851936e+002;1.164853e-001
'unknown';1.060000;9.229949e-001;2.729172e+002;1.472097e-001
'unknown';1.070000;9.310069e-001;2.623148e+002;1.870186e-001
'unknown';1.080000;9.339136e-001;2.571593e+002;1.579455e-001
'unknown';1.090000;9.356508e-001;2.557767e+002;1.533859e-001
'unknown';1.100000;9.307023e-001;2.555467e+002;1.839658e-001
'unknown';1.110000;9.223745e-001;2.569369e+002;1.845689e-001
'unknown';1.120000;9.213488e-001;2.597453e+002;1.829842e-001
'unknown';1.130000;9.270414e-001;2.633030e+002;1.652973e-001
'unknown';1.140000;9.352439e-001;2.666968e+002;1.664916e-001
'unknown';1.150000;9.352812e-001;2.696941e+002;2.499786e-001
'unknown';1.160000;9.349970e-001;2.727596e+002;2.599678e-001
'unknown';1.170000;9.309339e-001;2.758955e+002;2.394999e-001
'unknown';1.180000;9.332495e-001;2.788259e+002;2.031191e-001
'unknown';1.190000;9.372422e-001;2.815467e+002;2.183891e-001
'unknown';1.200000;9.415515e-001;2.840435e+002;2.239719e-001
'unknown';1.210000;9.277678e-001;2.860095e+002;2.039561e-001
'unknown';1.220000;8.972330e-001;2.871400e+002;1.432739e-001
'unknown';1.230000;8.803680e-001;2.871400e+002;1.560585e-001
'unknown';1.240000;8.644035e-001;2.865697e+002;1.293234e-001
'unknown';1.250000;8.561283e-001;2.857177e+002;1.898852e-001
'unknown';1.260000;8.441808e-001;2.845905e+002;1.687316e-001
'unknown';1.270000;8.426853e-001;2.811040e+002;1.528734e-001
'unknown';1.280000;8.355362e-001;2.755331e+002;1.135668e-001
'unknown';1.290000;7.774485e-001;2.705225e+002;1.104219e-001
'unknown';1.300000;6.874544e-001;2.681564e+002;1.327224e-001
'unknown';1.310000;5.901516e-001;2.649145e+002;1.413648e-001
'unknown';1.320000;4.992135e-001;1.755290e+002;1.532349e-001
'unknown';1.330000;5.326008e-001;8.614352e+001;1.378900e-001
'unknown';1.340000;6.571794e-001;9.638554e+001;1.040795e-001
'unknown';1.350000;8.336034e-001;1.900329e+002;8.575805e-002
'unknown';1.360000;9.200871e-001;2.792032e+002;1.084169e-001
'unknown';1.370000;9.345691e-001;2.695443e+002;1.573283e-001
'unknown';1.380000;9.374738e-001;2.612358e+002;2.095586e-001
'unknown';1.390000;9.417192e-001;2.562782e+002;2.413183e-001
'unknown';1.400000;9.414408e-001;2.526736e+002;2.331078e-001
'unknown';1.410000;9.278437e-001;2.493882e+002;2.429619e-001
'unknown';1.420000;9.002647e-001;2.466008e+002;1.548306e-001
'unknown';1.430000;8.844540e-001;2.442890e+002;1.295600e-001
'unknown';1.440000;8.721682e-001;2.441033e+002;6.014640e-002
'unknown';1.450000;8.047645e-001;2.457952e+002;1.046845e-001
'unknown';1.460000;6.004973e-001;2.478867e+002;7.224000e-002
'unknown';1.470000;3.801754e-001;1.660190e+002;1.160560e-001
'unknown';1.480000;2.170096e-001;8.290156e+001;9.780619e-002
'unknown';1.490000;1.773161e-001;0;1.141711e-001
'unknown';1.500000;1.655650e-001;0;7.324308e-002
'unknown';1.510000;1.616438e-001;0;8.046331e-002
'unknown';1.520000;1.641868e-001;0;1.170183e-001
'unknown';1.530000;1.557045e-001;0;1.520576e-001
'unknown';1.540000;1.709474e-001;0;1.296860e-001
'unknown';1.550000;1.846414e-001;0;1.364173e-001
'unknown';1.560000;2.056532e-001;0;1.565585e-001
'unknown';1.570000;1.895417e-001;0;2.108990e-001
'unknown';1.580000;1.898499e-001;0;2.723236e-001
'unknown';1.590000;2.436780e-001;0;2.594881e-001
'unknown';1.600000;4.665187e-001;0;2.207677e-001
'unknown';1.610000;6.976015e-001;9.937888e+001;1.109830e-001
'unknown';1.620000;8.837975e-001;1.975532e+002;5.119903e-002
'unknown';1.630000;9.208155e-001;2.897539e+002;1.075189e-001
'unknown';1.640000;9.273984e-001;2.771016e+002;2.186020e-001
'unknown';1.650000;9.002861e-001;2.647188e+002;2.988561e-001
'unknown';1.660000;8.479384e-001;2.580796e+002;3.499672e-001
'unknown';1.670000;8.267107e-001;2.566870e+002;2.657948e-001
'unknown';1.680000;8.458533e-001;2.553335e+002;1.955303e-001
'unknown';1.690000;8.910924e-001;2.533234e+002;7.094239e-002
'unknown';1.700000;9.118940e-001;2.515410e+002;5.769442e-002
'unknown';1.710000;9.225780e-001;2.508726e+002;8.592462e-002
'unknown';1.720000;9.317293e-001;2.508726e+002;1.090088e-001
'unknown';1.730000;9.413211e-001;2.504386e+002;1.289402e-001
'unknown';1.740000;9.471774e-001;2.495705e+002;1.152413e-001
'unknown';1.750000;9.495249e-001;2.487069e+002;1.437294e-001
'unknown';1.760000;9.517632e-001;2.478522e+002;1.613975e-001
'unknown';1.770000;9.524858e-001;2.467926e+002;2.520342e-001
'unknown';1.780000;9.527103e-001;2.451221e+002;2.091237e-001
'unknown';1.790000;9.524097e-001;2.426643e+002;2.247629e-001
'unknown';1.800000;9.518411e-001;2.400302e+002;1.903290e-001
'unknown';1.810000;9.507117e-001;2.380257e+002;2.323843e-001
'unknown';1.820000;9.468935e-001;2.368453e+002;2.504863e-001
'unknown';1.830000;9.402843e-001;2.353146e+002;2.249371e-001
'unknown';1.840000;9.295838e-001;2.323220e+002;1.949713e-001
'unknown';1.850000;9.092655e-001;2.289920e+002;2.013209e-001
'unknown';1.860000;8.803339e-001;2.267865e+002;2.171291e-001
'unknown';1.870000;8.580579e-001;2.257114e+002;2.617582e-001
'unknown';1.880000;8.596833e-001;2.243234e+002;1.730754e-001
'unknown';1.890000;8.798906e-001;2.215850e+002;1.006735e-001
'unknown';1.900000;8.964879e-001;2.182314e+002;1.327459e-001
'unknown';1.910000;9.028365e-001;2.151227e+002;1.912726e-001
'unknown';1.920000;9.057392e-001;2.125662e+002;2.494760e-001
'unknown';1.930000;9.071929e-001;2.108436e+002;1.926109e-001
'unknown';1.940000;8.851399e-001;2.097629e+002;1.510269e-001
'unknown';1.950000;8.195303e-001;2.091513e+002;1.099789e-001
'unknown';1.960000;7.180364e-001;2.086970e+002;8.055775e-002
'unknown';1.970000;6.186715e-001;2.082439e+002;8.686902e-002
'unknown';1.980000;6.221918e-001;1.386787e+002;8.507461e-002
'unknown';1.990000;7.062397e-001;1.403752e+002;7.986388e-002
'unknown';2.000000;8.318941e-001;1.420649e+002;5.868323e-002
'unknown';2.010000;8.996846e-001;2.128614e+002;6.686854e-002
'unknown';2.020000;9.139659e-001;2.127040e+002;1.116297e-001
'unknown';2.030000;8.698114e-001;2.128613e+002;1.295357e-001
'unknown';2.040000;8.127953e-001;2.127082e+002;1.928521e-001
'unknown';2.050000;7.873585e-001;2.117766e+002;2.109631e-001
'unknown';2.060000;7.597750e-001;2.105345e+002;2.359338e-001
'unknown';2.070000;7.586963e-001;2.097602e+002;1.941597e-001
'unknown';2.080000;7.510088e-001;2.097602e+002;1.458656e-001
'unknown';2.090000;7.595323e-001;2.100667e+002;9.252157e-002
'unknown';2.100000;7.545077e-001;2.103731e+002;4.452321e-002
'unknown';2.110000;5.741686e-001;2.105263e+002;1.345269e-002
'unknown';2.120000;3.930360e-001;1.403509e+002;2.584694e-002
'unknown';2.130000;2.208525e-001;7.017544e+001;4.120862e-002
'unknown';2.140000;3.352899e-001;0;3.780903e-002
'unknown';2.150000;5.356041e-001;8.205128e+001;4.270732e-002
'unknown';2.160000;7.557802e-001;1.630769e+002;3.822658e-002
'unknown';2.170000;8.659604e-001;2.396066e+002;1.134761e-001
'unknown';2.180000;9.140455e-001;2.301210e+002;1.808405e-001
'unknown';2.190000;9.304845e-001;2.211675e+002;2.839172e-001
'unknown';2.200000;9.336793e-001;2.162294e+002;2.321203e-001
'unknown';2.210000;9.346919e-001;2.147748e+002;2.429771e-001
'unknown';2.220000;9.357159e-001;2.136565e+002;2.057178e-001
'unknown';2.230000;9.361198e-001;2.125509e+002;2.309665e-001
'unknown';2.240000;9.389002e-001;2.114620e+002;2.068340e-001
'unknown';2.250000;9.401865e-001;2.106850e+002;1.649130e-001
'unknown';2.260000;9.422012e-001;2.105290e+002;1.860251e-001
'unknown';2.270000;9.433424e-001;2.106822e+002;2.102624e-001
'unknown';2.280000;9.438278e-001;2.106809e+002;2.465342e-001
'unknown';2.290000;9.431250e-001;2.106809e+002;2.811925e-001
'unknown';2.300000;9.426496e-001;2.111460e+002;2.466208e-001
'unknown';2.310000;9.414194e-001;2.116111e+002;2.175699e-001
'unknown';2.320000;9.386933e-001;2.119216e+002;1.605789e-001
'unknown';2.330000;9.347634e-001;2.119216e+002;1.863153e-001
'unknown';2.340000;9.285358e-001;2.117656e+002;1.515288e-001
'unknown';2.350000;9.209252e-001;2.113019e+002;1.296849e-001
'unknown';2.360000;9.185817e-001;2.103785e+002;1.414234e-001
'unknown';2.370000;9.196699e-001;2.091593e+002;2.493274e-001
'unknown';2.380000;9.237880e-001;2.078000e+002;3.575101e-001
'unknown';2.390000;9.249916e-001;2.066057e+002;3.040823e-001
'unknown';2.400000;9.272586e-001;2.054267e+002;2.410870e-001
'unknown';2.410000;9.285045e-001;2.044057e+002;1.834190e-001
'unknown';2.420000;9.233268e-001;2.036796e+002;2.242169e-001
'unknown';2.430000;9.155690e-001;2.038263e+002;1.782357e-001
'unknown';2.440000;9.123724e-001;2.049965e+002;1.287677e-001
'unknown';2.450000;9.118975e-001;2.067664e+002;6.953577e-002
'unknown';2.460000;9.051819e-001;2.088660e+002;1.191330e-001
'unknown';2.470000;8.898199e-001;2.108531e+002;1.288434e-001
'unknown';2.480000;8.874895e-001;2.123976e+002;1.504854e-001
'unknown';2.490000;8.919587e-001;2.131760e+002;1.254289e-001
'unknown';2.500000;9.019272e-001;2.149871e+002;1.549681e-001
'unknown';2.510000;8.940613e-001;2.182946e+002;1.546529e-001
'unknown';2.520000;8.730207e-001;2.216021e+002;1.938305e-001
'unknown';2.530000;8.263910e-001;2.227438e+002;1.843236e-001
'unknown';2.540000;7.683978e-001;2.204206e+002;1.701345e-001
